Article_Id,Article_Title,Article_Abstract_Text,Article_Keywords,Article_Year,Article_Authors,Article_Url
"11901","  OKRESLENIE PRZYCZYN  KOROZJI  ZAWIAS  TASMOWYCH.**1981, 25 S. 7 RYS. 3 TABL.MASZYN.// ","  ... ","  CHEMIA NIEORGANICZNA KOROZJA METALOWE AKCESORIA MEBLOWE TRANSPORT ZABEZPIECZENIE  ","1981","  Romuald Juchniewicz  Jerzy Walaszkowski  Wojciech Sokólski  Władysław Bohdanowicz  Andrzej Widuchowski  Antoni Bradtke  Bronisław Kempa  Janina Babinska   ","   "
"11902","  MODERN ANODE MATERIALS FOR CATHODIC PROTECTION.NOWOCZESNE MATERIALY ANODOWEDLA  OCHRONY  KATODOWEJ. ** 1981, 13 S. 12 RYS. 1 TABL. BIBLIOGR. 9 POZ. MA-SZYN.// ","  ... ","  CHEMIA NIEORGANICZNA KOROZJA MATERIAŁY ANODOWE OCHRONA KATODOWA  ","1981","  Romuald Juchniewicz  Jerzy Walaszkowski  Władysław Bohdanowicz  Wojciech Sokólski  Andrzej Widuchowski   ","   "
"11903","  POMIAR MOMENTOW PROCESU STOCHASTYCZNEGO. ** POMIARY 1974 R. 20 Z. 5 S. 201-203, 3 RYS. BIBLIOGR. 3 POZ.// ","  ... ","  POMIARY PROCESY STOCHASTYCZNE  ","1974","  Ryszard Krajewski   ","   "
"11904","  MULTIWIBRATOR O CZESTOTLIWOSCI STEROWANEJ NAPIECIOWO. ** POMIARY 1976 R. 22 Z. 11 S. 199, 3 RYS. BIBLIOGR. 1 POZ.// ","  ... ","  CZESTOTLIWOŚĆ STEROWANA NAPIECIOWO MULTIWIBRATOR UKŁADY SCALONE  ","1976","  Michal Czabajski  Ryszard Krajewski   ","   "
"11905","  UKLAD DETEKCJI STANU ZAPOROWEGO ZAWOROW W PROSTOWNIKU.** PRZ. ELEKTROT. 1976R. 52 NR 11 S. 430-432// ","  ... ","  ENERGOELEKTRONIKA PROSTOWNIKI STEROWANE UKŁADY NAWROTNE  ","1976","  Ryszard Krajewski   ","   "
"11906","  WPLYW GEOMETRII AKWENU NA CHARAKTERYSTYKI MANEWROWE STATKU.**1980, 107 S. 46WYKR. BIBLIOGR. 20 POZ. MASZYN.// ","  ... ","  CHARAKTERYSTYKI MANEWROWE GEOMETRIA AKWENU WŁAŚCIWOŚCI MANEWROWE STATKU  ","1980","  Jerzy Pawlinski   ","   "
"11907","  WLASCIWOSCI MANEWROWE DUZYCH MASOWCOW ZE SZCZEGOLNYM UWZGLEDNIENIEM WARUNKOWWODY OGRANICZONEJ.**1980, 85 S. 55 RYS. BIBLIOGR. 30 POZ. MASZYN.// ","  ... ","  BADANIA MODELOWE MASOWCE WŁAŚCIWOŚCI MANEWROWE  ","1980","  Stefan Nawrocki   ","   "
"11908","  OCENA BEZPIECZENSTWA STATECZNOSCIOWEGO STATKOW RYBACKICH KB-21 ORAZ B-410 WEDLUG  KONCEPCJI  PROBABILISTYCZNEJ.**1980, 24 S. 10 RYS. 10 TAB. BIBLIOGR. 4POZ. MASZYN.// ","  ... ","  BEZPIECZEŃSTWO STATECZNOŚCI OBLICZENIA WEDŁUG KONCEPCJI PROBABILISTY STATKI RYBACKIE  ","1980","  Witold Błocki   ","   "
"11909","  PROGRAM BADAN I TECHNIKA POMIARU NA MODELACH STATKU ZAWRAT.**1981, 7 S. 1   TAB. MASZYN.// ","  ... ","  HYDROMECHANIKA OKRETU PROGRAM BADAŃ ZBIORNIKOWCE  ","1981","  Stefan Nawrocki  Wiesław Wełnicki   ","   "
"11910","  OCENA  STATECZNOSCI SMIGLOWCA MI-2 PRZY AWARYJNYM WODOWANIU.**1981, 10 S. 2 WYKR. BIBLIOGR. 2 POZ. MASZYN.// ","  ... ","  AWARYJNE WODOWANIE STATECZNOŚĆ ŚMIGŁOWCE  ","1981","  Witold Błocki  Jan Bielański   ","   "
"11911","  METODA BADANIA BIELEKTROD NA OSNOWIE OLOWIOWEJ.**1981, 8 S. 1 TABL. 3 WYKR. BIBLIOGR. 5 POZ. MASZYN.// ","  ... ","  BADANIA KOROZJA MATERIAŁY ANODOWE OCHRONA KATODOWA  ","1981","  Jerzy Walaszkowski   ","   "
"11912","  PATENT. POLSKA, NR  87161. AMORTYZATOR DO ELASTYCZNEGO OSADZANIA MASZYN NA FUNDAMENTACH. PG, GDANSK (POLSKA). WSPOLTW. WYNAL. NOWICKI Z., KOLENDA J. ZGLOSZ P-164516 Z 1973.08.03. OPUBL.**1976.12.15, 2 S. 1 RYS.// ","  ... ","  AMORTYZATOR PNEUMATYCZNY DRGANIA OBCIĄŻENIA URZĄDZENIA  ","1976","  Zbigniew Nowicki  Janusz Kolenda   ","   "
"11913","  PLAN ROZWOJU PG  DO 2000 ROKU. PROJEKT CZ. B.**1975, 25 S. 22 WYKR. 4 TABL.MASZYN.// ","  ... ","  PLAN ROZWOJU POLITECHNIKA GDAŃSKA  ","1975","  Iwona Zysnarska   ","   "
"11914","  MODEL ORGANIZACJI I ZARZADZANIA POLITECHNIKI GDANSKIEJ.**1976, 107 S. MASZYN.// ","  ... ","  ORGANIZACJA POLITECHNIKA GDAŃSKA ZARZĄDZANIE  ","1976","  Iwona Zysnarska   ","   "
"11915","  ZASTOSOWANIE PETLI FAZOWEJ W NAPEDZIE (STAN AKTUALNY I PROBLEMY).** 1980, 20S.18 RYS.1 TAB. BIBLIOGR.7 POZ. MASZYN.// ","  ... ","  PETLA FAZOWA PREDKOŚCI OBROTOWE REGULACJA  ","1980","  Bernard Rulaff   ","   "
"11916","  JODOGRAWIMETRYCZNE  METODY OZNACZANIA  HALOGENOW.**1965, 12 S. 2 RYS. 2 RYS.BIBLIOGR. 8 POZ. MASZYN.// ","  ... ","  HALOGENY OZNACZANIE  ","1965","  Edmund Kozłowski   ","   "
"11917","  DOGODNY SPOSOB SPRAWDZANIA  EKSPLOZYMETROW.**POMIARY 1981 R. 272. 7-8 S. 27-28, 2 RYS. BIBLIOGR. 3 POZ.// ","  ... ","  ANALIZA GAZÓW CHEMIA ANALITYCZNA  ","1981","  Mieczysław Bownik  Edmund Kozłowski   ","   "
"11918","  PROGRAM  ANALIZY UKLADOW  PRZEKSZTALTNIKOWYCH PROGRAM WEZL.**1981, 31 S.  3RYS. BIBLIOGR. 6 POZ. MASZYN.// ","  ... ","  ANALIZA METODY MODELOWANIA CYFROWEGO UKŁADY PRZEKSZTAŁTNIKOWE TYRYSTOROWE  ","1981","  Andrzej Haras   ","   "
"11919","  PATENT. POLSKA, NR  76532. URZADZENIE DO BUDOWY STATKOW. POLITECHNIKA GDANSKA, GDANSK (POLSKA).  TW. WYNAL. J. DOERFFER.  ZGLOSZ. NR P-147196 Z 29.03.1971.OPUBL. 30.04.**1975, 3 S. 3 RYS.// ","  ... ","  BUDOWA OKRETÓW HALA  ","1975","  Jerzy Doerffer   ","   "
"11920","  PROJEKT I PROTOTYP UKLADU STEROWANIA NADAZNEGO NA DRODZE ELEKTRYCZNEJ STERA-MI HYDRAULICZNYMI PRZEZNACZONYMI NA PCHACZ TYPU ''BIZON'' 2*160 KM.**1965// ","  ... ","  PROJEKT PROTOTYP STATKI ŚRÓDLĄDOWE STERY HYDRAULICZNE  ","1972","  Edward Homziuk  Jerzy Wilczynski   ","   "
"11921","  STEROWANIE ELEKTRYCZNE HYDRAULICZNEGO URZADZENIA STEROWEGO NA PCHACZU ''NOSO-ROZEC G-01''. [DOKUMENTACJA  ZDAWCZA DO PROTOTYPU ZAINSTALOWANEGO NA STATKU].**1969,39S.24RYS.MASZYN.// ","  ... ","  STATKI ŚRÓDLĄDOWE STEROWANIE ELEKTRYCZNO-HYDRAULICZNE STERY HYDRAULICZNE  ","1969","  Edward Homziuk  Jerzy Wilczynski   ","   "
"11922","  PRADNICA WALOWA Z SAMOCZYNNĄ REGULACJA  PRZY ZMIENNEJ PREDKOSCI OBROTOWEJ.**1970,48S.47RYS.MASZYN.// ","  ... ","  FALOWNIKI TYRYSTOROWE PRĄDNICE WAŁOWE REGULACJA NAPIECIA UKŁAD TYRYSTOROWY  ","1970","  Edward Homziuk   ","   "
"11923","  STEROWANIE ELEKTRYCZNE HYDRAULICZNEGO URZADZENIA STEROWEGO NA PCHACZU ''NOSO-ROZEC G-02''.  [DOKUMENTACJA ZDAWCZA DO PROTOTYPU ZAINSTALOWANEGO NA STATKU].**1970, 39 S. 24 RYS.MASZYN.// ","  ... ","  STATKI ŚRÓDLĄDOWE STEROWANIE ELEKTRYCZNO-HYDRAULICZNE STERY HYDRAULICZNE  ","1970","  Edward Homziuk  Jerzy Wilczynski   ","   "
"11924","  PRADNICE WALOWE Z SAMOCZYNNĄ REGULACJĄ  PRZY ZMIENNEJ PRĘDKOSCI OBROTOWEJ.**1966,125S.28RYS.12WYKR.BIBLIOGR.30 POZ.MASZYN.// ","  ... ","  PRĄDNICE WAŁOWE STATKI ŚRÓDLĄDOWE  ","1966","  Edward Homziuk   ","   "
"11925","  ELEKTROMECHANICZNY  UKLAD STEROWANIA  GLOWNYMI ZESPOLAMI  NAPEDOWYMI STATKOWSRODLADOWYCH.**1972// ","  ... ","  STATKI ŚRÓDLĄDOWE STEROWANIE ZESPOŁY NAPEDOWE  ","1972","  Jerzy Wilczynski   ","   "
"11926","  APARATURA DO POMIARU FALI CISNIENIA DETONACYJNEGO  W  OSRODKU WODNYM.**1965,34 S. 16 RYS. 4 TABL. MASZYN. ZLEC. INSTYTUTU BUDOWNICTWA WODNEGO PAN W GDAŃSKU-OLIWIE.// ","  ... ","  APARATURA POLA DETONACYJNE  ","1965","  Zygmunt Nagiełło   ","   "
"11927","  WYKORZYSTANIE  ADSORBENTOW DO POBIERANIA PROB  GAZOWYCH DO ANALIZY  ZWIAZKOWSIARKI.**1971, 6 S. 1 RYS. MASZYN.// ","  ... ","  PRÓBY GAZOWE  ","1971","  Rafał Staszewski  Ligia Adamowicz-Zasławska  Waldemar Wardencki  Bogdan Zygmunt  Wacław Janicki   ","   "
"11928","  BADANIA DOTYCZACE OBNIZENIA SCIERALNOSCI KOPRECYPITATOW KAUCZUKOWO- KRZEMIA-NKOWYCH.**1970, 34 S. 3 RYS. 12 TABL. 4 WYKR. MASZYN.// ","  ... ","  ŚCIERALNOŚĆ WULKANIZATORY  ","1970","  Tadeusz Pompowski  Stanislaw Mydlarczyk  Edward Wiewiorowski   ","   "
"11929","  METODYKA OZNACZANIA ZWIAZKOW SIARKI W GAZIE PLYNNYM I WE FRAKCJI 50 -150 C.**1971, 23 S. 8 RYS. 15 TABL. 21 WYKR. BIBLIOGR. 9 POZ. MASZYN.// ","  ... ","  METODY OZNACZANIE ZWIĄZKI SIARKI  ","1971","  Rafał Staszewski  Waldemar Wardencki  Danuta Wojcik  Ligia Adamowicz-Zasławska  Bogdan Zygmunt  Wacław Janicki   ","   "
"11930","  NAKLADANIE POWLOK MALARSKICH NA  ZAOLEJONE POWIERZCHNIE BETONOWE.**1968, 13 S. 2 TABL. MASZYN.// ","  ... ","  BADANIA POWIERZCHNIE BETONOWE POWŁOKI MALARSKIE  ","1968","  Andrzej Małasiewicz  Zbigniew Klenowicz   ","   "
"11931","  OCHRONA CZASOWA PRZED KOROZJA MAGAZYNOWANYCH CZESCI ZAMIENNYCH.**1966, 12 S.1 RYS. MASZYN.// ","  ... ","  CZEŚCI ZAMIENNE KOROZJA OCHRONA CZASOWA  ","1966","  Tadeusz Pompowski  Zbigniew Klenowicz   ","   "
"11932","  LAKIEROWE POWLOKI ZABEZPIECZAJACE PRZED KOROZJA KONSTRUKCJE BETONOWE.**1966,43 S. 3 RYS. 4 TABL. MASZYN.// ","  ... ","  BADANIA KONSTRUKCJE BETONOWE ZABEZPIECZAJĄCE POWŁOKI LAKIEROWE  ","1966","  Tadeusz Pompowski  Andrzej Małasiewicz  Zbigniew Klenowicz   ","   "
"11933","  OTRZYMYWANIE KOPRECYPITATOW AKTYWNEJ KRZEMIONKI Z KAUCZUKIEM BUTADIENOWO-STYRENOWYM.**1966, 6 S. 4 RYS. 6 TABL. 7 WYKR. MASZYN.// ","  ... ","  BADANIA KAUCZUK KRZEMIONKA OTRZYMYWANIE  ","1966","  Tadeusz Pompowski  Aleksy Potocki  Edward Wiewiorowski   ","   "
"11934","  SPRAWOZDANIE Z BADAN WERYFIKACJI  KONSTRUKCYJNO-DOSWIADCZALNEJ MASZYNY DZIE-WIARSKIEJ MD-22.**1973, 23 S. 24 RYS. 11 TABL. MASZYN.// ","  ... ","    ","1973","  Kazimierz Iwanowski  Antoni Chrzan  Alojzy Rigall  Stanislaw Wesolowski   ","   "
"11935","  POMIAR RUCHU  SRODKA CZOPA W LOZYSKU GLOWNYM  SILNIKA  1C22.**1968, 17 S. 60RYS. 3 TABL. MASZYN.// ","  ... ","  ŁOŻYSKA ŚLIZGOWE POMIARY  ","1968","  Kazimierz Zygmunt  Jan Kłopocki  Kazimierz Iwanowski  Tadeusz Łubiński   ","   "
"11936","  POWLOKI MALARSKIE NA BETONY W HUCIE MIEDZI W GLOGOWIE.**1958, 33 S. 10 RYS.2 TABL. BIBLIOGR. 24 POZ. MASZYN.// ","  ... ","  BADANIA BETONY POWŁOKI MALARSKIE  ","1958","  Andrzej Małasiewicz  Zbigniew Klenowicz   ","   "
"11937","  TECHNICAL DIAGNOSTICS OF CONTROL CIRCUITS OF ELECTRIC LOCOMOTIVES. DIAGNOSTYKA TECHNICZNA OBWODOW STEROWANIA LOKOMOTYW ELEKTRYCZNYCH.** 1981, 7 S. 1 FOT. 4 RYS. BIBLIOGR. 5 POZ. MASZYN.// ","  ... ","  DIAGNOSTYKA TECHNICZNA POJAZDY TRAKCJI ELEKTRYCZNEJ  ","1981","  Przemysław Pazdro   ","   "
"11938","  BADANIE CHARAKTERYSTYK DYSPERSYJNYCH LINII PASKOWYCH UWARSTWIONYCH OSRODKAMIZYROTROPOWYMI. ZESZ. NAUK. P. GDAN.**1983 NR 356, ELEKTRONIKA NR 53,190 S.  80 RYS. BIBLIOGR. 87 POZ. ROZPRAWA HABILITAC.// ","  ... ","  LINIE PASKOWE TECHNIKA MIKROFALOWA  ","1983","  Jerzy Mazur   ","   "
"11939","  COMPUTERIZED TECHNIQUE IN ORGANIC MICROELEMENTAL ANALYSIS. P. 4. AUTOMATED  DETERMINATION OF CHLORINE, BROMINE, AND IODINE IN ORGANIC COMPOUNDS. SKOMPU-TERYZOWANE TECHNIKI W ORGANICZNEJ MIKROANALIZIE ELEMENTARNEJ. CZ. 4. AUTOMA-TYCZNE OZNACZENIE CHLORU, BROMU I JODU W ZWIAZKACH ORGANICZNYCH. MICROCHEM. J.**1981 VOL. 26 NR 2 S. 236-241, 1 RYS. 2 TAB. BIBLIOGR. 8 POZ.// ","  ... ","  AUTOMATYZACJA HALOGENY KOMPUTERYZACJA BADAŃ MIARECZKOWANIE ZWIĄZKI ORGANICZNE  ","1981","  Edmund Kozłowski  George Marian Maciak   ","   "
"11940","  OZNACZANIE CHLOROWCOW METODA MINERALIZACJI ZAPLONOWEJ W SKALI CENTYGRAMOWEJ**CHEM. ANAL. 1981 T. 26 Z. 2 S. 249-256, 1 RYS. 2 TABL. BIBLIOGR. 21 POZ.// ","  ... ","  ANALIZA ELEMENTARNA MIARECZKOWANIE MERKUROMETRYCZNE MINERALIZACJA ZAPŁONOWA OZNACZANIE CHLOROWCÓW  ","1981","  Ewa Sieńkowska-Zyskowska  Edmund Kozłowski   ","   "
"11941","  BADANIE KOROZJI ZLACZY SPAWANYCH ZE STOPOW LEKKICH STOSOWANYCH PRZY BUDOWIEWODOLOTOW.**1967, 23 S. 9 RYS. 8 TABL. BIBLIOGR. 11 POZ. MASZYN. POWIEL.// ","  ... ","  KOROZJA WODA MORSKA ZŁĄCZA SPAWANE  ","1967","  Jadwiga Paszota  Mieczyslaw Mysliwiec   ","   "
"11942","  PATENT. POLSKA, NR  66110. SPOSOB ZABEZPIECZENIA PRZED KOROZJA WEWNETRZNYCHPOWIERZCHNI STALOWYCH, ZWLASZCZA RUROCIAGOW WODNYCH. POLITECHNIKA GDANSKA,  GDANSK [POLSKA]. WSPOLTW. WYNAL. JUCHNIEWICZ R.,GLOWINKOWSKI Z., WALASZKOWSKI J., WIDUCHOWSKI A., JANKOWSKI Z., ZARECZ W. ZGLOSZ. NR P-134329 Z 21.06.1969. OPUBL. 15.10.**1972, 4 S.// ","  ... ","  OCHRONA PRZED KOROZJĄ RUROCIĄGI WODNE  ","1972","  Romuald Juchniewicz  Zbigniew Glowinkowski  Jerzy Walaszkowski  Andrzej Widuchowski  Zygmunt Jankowski  Witold Zarecz   ","   "
"11943","  PATENT. POLSKA, NR  93016. SPOSOB ZABEZPIECZENIA PRZED KOROZJA KONSTRUKCJIMETALOWYCH, ZWLASZCZA RUSZTOW NAPOWIETRZAJACYCH W BIOLOGICZNYCH OCZYSZCZAL- NIACH SCIEKOW. PG, GDANSK [POLSKA]. WSPOLTW. WYNAL. JUCHNIEWICZ R., WALASZ- KOWSKI J., BOHDANOWICZ W. ZGLOSZ. NR P-172871 Z 17.07.1974. OPUBL. 31.01.** 1976, 2 S.// ","  ... ","    ","1976","  Romuald Juchniewicz  Jerzy Walaszkowski  Władysław Bohdanowicz   ","   "
"11944","  PATENT. POLSKA, NR  74734. SPOSOB ZAPOBIEGANIA KOROZJI APARATURY CHLODNICZEJ, ZWLASZCZA INSTALACJI MROZENIOWYCH STOSOWANYCH PRZY BUDOWIE KOPALN. PG, GDANSK [POLSKA]. WSPOLTW. WYNAL. JUCHNIEWICZ R., POMPOWSKI T., WALASZKOWSKI J., STRZELECKI M., BOHDANOWICZ W., GOLUBSKI Z., KOZIARSKI S., SLUBICKI Z., JACK-OWSKI B., DOWNAROWICZ S., RAJCA M. ZGLOSZ. NR P-148289 Z05.07.1968. OPUBL.  31.10.**1975, 1 S. [C.D. KD NR 10747].// ","  ... ","  INSTALACJE MROŻENIOWE OCHRONA PRZED KOROZJĄ  ","1975","  Romuald Juchniewicz  Tadeusz Pompowski  Jerzy Walaszkowski  Henryk Strzelecki  Władysław Bohdanowicz  Zbigniew Golubski  Stanislaw Koziarski  Zbigniew Slubicki  Boguslaw Jackowski  Stanislaw Downarowicz   ","   "
"11945","  DONOR FLUORESCENCE DECAY IN SOLID SOLUTION. ZANIK FLUORESCENCJI DONOROWEJ WROZTWORZE STALYM. CHEM. PHYS.**1982 VOL. 64 NR 2 S. 239-248, 3 RYS. BIBLIOGR. 33 POZ.// ","  ... ","  ENERGIA WZBUDZENIA PRZEKAZYWANIE  ","1982","  Ryszard Twardowski  Józef Kuśba  Czeslaw Bojarski   ","   "
"11946","  PATENT. POLSKA, NR  87571. SPOSOB WYTWARZANIA TLENKOWEJ ELEKTRODY CYNKOWEJSTOSOWANEJ  W  ZABEZPIECZENIACH  PRZECIWKOROZYJNYCH.  PG,  GDANSK  [POLSKA].WSPOLTW.  WYNAL.  JUCHNIEWICZ R.,  WALASZKOWSKI J.,  STRZELECKI H., BOHDANO-WICZ W., WIDUCHOWSKI A. ZGLOSZ.  NR P-165741 Z 08.10.1973.  OPUBL.  02.05.**1975, 2 S.// ","  ... ","  ELEKTRODY OCHRONA PRZED KOROZJĄ  ","1975","  Romuald Juchniewicz  Jerzy Walaszkowski  Henryk Strzelecki  Władysław Bohdanowicz  Andrzej Widuchowski   ","   "
"11947","  OPTYMALIZACJA UKLADU WYWAZAJACEGO WYSIEGNIK WYPADOWY. ZESZ. NAUK. P. GDAN.**1983 NR 357 MECHANIKA NR 44, S. 31-43, 6 RYS. BIBLIOGR. 8 POZ.// ","  ... ","  GEOMETRIA KINEMATYKA OBCIĄŻENIA OPTYMALIZACJA WYSIEGNIK CZTEROCZŁONOWY WYPADOWY  ","1983","  Ryszard Kościelny   ","   "
"11948","  WYNIKI BADAN ELEMENTOW LOGICZNYCH FERRYTOWO-TRANZYSTOROWYCH UEL-15.**POMIARY1970 NR 4 S. 169-172.// ","  ... ","  BADANIA DOŚWIADCZALNE ELEMENT FERRYTOWO-TRANZYSTOROWY ELEMENT LOGICZNY  ","1970","  Zygmunt Nagiełło  Witold Leonowicz   ","   "
"11949","  BADANIA WPLYWU OBCIAZEN ZMIENNYCH  WYBRANYCH STALI PW ORAZ WYKONANYCH Z NICHMODELI BADAWCZYCH NA SKLONNOSC DO PEKANIA W OBNIZONYCH  TEMPERATURACH SPAWA-NIA. SPRAWOZDANIE NR 1.**1972, 50 S. MASZYN.// ","  ... ","  BADANIA ZŁĄCZA SPAWANE  ","1972","  Krzysztof Rosochowicz   ","   "
"11950","  BADANIA CELOWOSCI STOSOWANIA  EKRANOW POLPRZEWODZACYCH NA ZYLE I NA IZOLACJIW KABLACH ELEKTROENERGETYCZNYCH O IZOLACJI POLIETYLENOWEJNA NAPIECIE 3,6/6KV**1980, 51 S. 29 FOT. 2 TABL. 4 WYKR. BIBLIOGR. 6 POZ. MASZYN.// ","  ... ","  ELEKTROIZOLACJA KABLE ELEKTROENERGETYCZNE TWORZYWA SZTUCZNE  ","1980","  Stanisław Wojtas  Henryk Boryń  Eugeniusz Wasilenko  Andrzej Wiśniewski   ","   "
"11951","  BADANIE ZAGADNIEN WYMIANY CIEPLA PODCZAS OGRZEWANIA ZBIORNIKOW LADUNKU PLYN-NEGO NA STATKACH.**1975, 422 S. 50 RYS. 30 TAB. BIBLIOGR. 58 POZ. MASZYN.// ","  ... ","  OGRZEWANIE ZBIORNIKÓW PŁYTY POZIOME PŁYTY UKOŚNE WSPÓŁCZYNNIK PRZEJMOWANIA CIEPŁA  ","1975","  Wiesław Jasiński  Piotr Kubski  Tolestyn Madaj  Jan Madejski   ","   "
"11952","  PATENT. POLSKA, NR  76988. URZADZENIE DO ROZDRABNIANIA TKANKI MIESNEJ.PRZEDSIEBIORSTWO POLOWOW DALEKOMORSKICH I USLUG RYBACKICH  ''DALMOR''.  GDYNIA [POLSKA]. TW. WYNAL. KNYSZEWSKI J. ZGLOSZ. NR P-151147 Z 20.10.1971.  OPUBL.10.03.**1976, 2 S. 1 FIG.// ","  ... ","  KONSTRUKCJE ROZDRABNIANIE TKANKA MIESNA URZĄDZENIA  ","1976","  Jan Knyszewski   ","   "
"11953","  PATENT. POLSKA, NR  63736. URZADZENIE PRZENOSNIKOWE. PRZEDSIEBIORSTWO POLOWOW DALEKOMORSKICH I USLUG RYBACKICH  ''DALMOR'', GDYNIA [POLSKA]. WSPOLTW. WYNAL. MICHALSKI S., KNYSZEWSKI J., GRABOWSKI Z.,  BEYER W.,  FRANCZAK J.,  DATA S. ZGLOSZ. NR P-137059 Z 22.11.1969. OPUBL. 20.11.**1971, 2 S. 5 FIG.// ","  ... ","  KONSTRUKCJE PRZENOŚNIK KIESZENIOWY ROZŁADUNEK STATKI  ","1971","  Stanislaw Michalski  Jan Knyszewski  Zbigniew Grabowski  Wladyslaw Beyer  Jozef Franczak  Stanislaw Data   ","   "
"11954","  PATENT. POLSKA, NR  93555. EKSTRAKTOR TKANKI MIESNEJ. OSRODEK BADAWCZO-ROZWOJOWY BIALKA SPOZYWCZEGO, GDYNIA [POLSKA]. WSPOLTW. WYNAL.J.KNYSZEWSKI, Z. GRABOWSKI, T. KRASSOWSKA, A. STALA. ZGLOSZ. NR P-174202 Z 18.09.1974. OPUBL. 11.5.12.**1977, 2 S. 3 FIG.// ","  ... ","  EKSTRAKCJA KONSTRUKCJA TKANKA MIESNA  ","1977","  Jan Knyszewski  Zbigniew Grabowski  Teresa Krassowska  Aleksander Stala   ","   "
"11955","  BADANIA WPLYWU WILGOCI NA CHARAKTERYSTYKI DIELEKTRYCZNE IZOLACJI POLIETYLE- NOWEJ KABLI 15 KV PRODUKCJI KRAJOWEJ.**1980,60 S. 14 FOT. 8 TABL. 9 WYKR. BIBLIOGR. 15 POZ. MASZYN.// ","  ... ","  BADANIA ELEKTROIZOLACYJNE TWORZYWA SZTUCZNE KABLE ELEKTROENERGETYCZNE STARZENIE  ","1980","  Henryk Boryń  Eugeniusz Wasilenko  Stanisław Wojtas   ","   "
"11956","  FRAKTOGRAFICZNA  ANALIZA TYPOWYCH ZMECZENIOWYCH  PRZELOMOW STALI OKRETOWYCHST41US, 15GZANB ORAZ 832-SKR-4.**1976, 33 S. 21 RYS. BIBLIOGR. 13 POZ.MASZYN.// ","  ... ","  FRAKTOGRAFIA MIKROSKOPIA ELEKTRONOWA  ","1976","  Krzysztof Rosochowicz   ","   "
"11957","  OPRACOWANIE I BADANIA MODELU FIZYCZNEGO UKLADU UZALEZNIEN BEZSTYKOWYCH DO ROZRZADU LOKOMOTYWY SPALINOWEJ 303D**1976 STR0075 RYS 0028 TABL 0009 MASZYN.// ","  ... ","    ","1976","  Józef Czucha  Jan Mrozowski  Maciej Sajnacki  Jacek Żyborski   ","   "
"11958","  FRAKTOGRAFICZNA OCENA PEKANIA SPREZYSTEGO I ROZRYWANIA PLASTYCZNEGO,NIEJEDNORODNYCH DWUFRAKCYJNYCH MATERIALOW KADLUBOWYCH POD OBCIAZENIEM UDAROWYM I STATYCZNYM.**1976, 58+123 S. 25+60 RYS.6 TAB.12 WYKR. BIBLIOGR.14 POZ. MASZYN.// ","  ... ","  KRUCHE PEKANIE METALE ZŁĄCZA SPAWANE  ","1976","  Krzysztof Rosochowicz   ","   "
"11959","  METODYKA BADAN FRAKTOGRAFICZNO-MATERIALOWYCH.**1976, 18 S.19 RYS. BIBLIOGR.3 POZ. MASZYN.// ","  ... ","  BADANIA FRAKTOGRAFICZNE METALE KRUCHE  ","1976","  Krzysztof Rosochowicz   ","   "
"11960","  MIKROSKOPOWE BADANIA PROCESU ZMECZENIA STOPU TYPU ALMG5 POLTWARDEGO PRZY JEDNOOSIOWYM STANIE NAPREZENIA .**1968, 19 S.15 RYS. BIBLIOGR. 10 POZ. MASZYN.// ","  ... ","  STOPY ALUMINIUM ZNISZCZENIE ZMECZENIOWE  ","1968","  Krzysztof Rosochowicz   ","   "
"11961","  O PEWNYCH CECHACH CHARAKTERYSTYCZNYCH BUDOWY PRZELOMOW ZMECZENIOWYCH MODELIWEZLOW KONSTRUKCJI OKRETOWYCH ZE STOPOW ALUMINIOWYCH TYPU ALMG5.**1975,16 S. 2 RYS. MASZYN.// ","  ... ","  FRAKTOGRAFIA MIKROSKOPIA ELEKTRONOWA  ","1975","  Krzysztof Rosochowicz   ","   "
"11962","  PATENT. POLSKA, NR 108694. SILNIK ELEKTRYCZNY TARCZOWY Z REGULOWANA PREDKO- SCIA OBROTOWA. POLITECHNIKA GDANSKA, GDANSK [POLSKA]. WSPOLTW. WYNAL.E.HERMANOWICZ, K.KORALEWSKI. ZGLOSZ. NR P-180017 Z 29.04.1975. OPUBL.30.05.**1981,3S. 2 RYS.// ","  ... ","  PREDKOŚĆ OBROTOWA REGULACJA SILNIKI ELEKTRYCZNE SILNIK TARCZOWY  ","1981","  Ewa Hermanowicz  Kazimierz Koralewski   ","   "
"11963","  PATENT. POLSKA, NR 109120. SPOSOB WYZNACZANIA CHWIL ZGODNOSCI FAZOWEJ NAPIEC PRZEMIENNYCH O ROZNYCH PULSACJACH. PG, GDANSK, (POLSKA). WSPOLTW. WYNAL. A.GRONO. Z.PRUS. ZGLOSZ. NR P-195898 Z 08.02.1977. OPUBL. 31.07.**1981, 3 S.2 RYS.// ","  ... ","  APARATY ELEKTRYCZNE PRODUKCJA SERYJNA SYNCHRONIZACJA  ","1981","  Andrzej Grono  Zenon Prus   ","   "
